location_code,year,sitc,median_rca_norm
AGO,2018,2614,0.0
AGO,2018,2631,0.0
AGO,2018,2632,0.0
AGO,2018,2633,0.0
AGO,2018,2634,0.0
AGO,2018,2640,0.0
AGO,2018,2651,0.0
AGO,2018,2652,0.0
AGO,2018,2654,0.0
AGO,2018,2655,0.0
AGO,2018,2659,0.0
AGO,2018,2665,0.0027362097479777803
AGO,2018,2666,0.0
AGO,2018,2667,0.009475022922383336
AGO,2018,2671,0.0
AGO,2018,2672,0.0
AGO,2018,2681,0.0
AGO,2018,2682,0.0
AGO,2018,2683,0.0
AGO,2018,2685,0.0
AGO,2018,2686,0.0
AGO,2018,2687,0.0
AGO,2018,2690,0.04954205451941518
AGO,2018,2711,0.006041722916773795
AGO,2018,2712,0.0
AGO,2018,2713,0.0
AGO,2018,2714,0.0
AGO,2018,2731,0.8384717819968546
AGO,2018,2732,0.2654235585201651
AGO,2018,2733,0.0065066260585646685
AGO,2018,2734,0.0007708433686449689
AGO,2018,2741,0.0
AGO,2018,2742,0.0
AGO,2018,2771,0.9967025907165533
AGO,2018,2772,0.0
AGO,2018,2782,0.006446806225954338
AGO,2018,2783,0.03550683623758333
AGO,2018,2784,0.0
AGO,2018,2785,0.10133510286348318
AGO,2018,2786,0.0
AGO,2018,2789,0.04616680559017894
AGO,2018,2814,0.0
AGO,2018,2815,0.011608156104152778
AGO,2018,2816,0.0
AGO,2018,2820,0.015417801837500966
AGO,2018,2860,0.0
AGO,2018,2871,0.0
AGO,2018,2872,0.0
AGO,2018,2873,0.0
AGO,2018,2874,0.0002857133070893747
AGO,2018,2875,0.0
AGO,2018,2876,0.0
AGO,2018,2877,0.3546893234999041
AGO,2018,2879,0.0
AGO,2018,2881,0.005659521828870084
AGO,2018,2882,0.0807986626329038
AGO,2018,2890,0.004545189219303136
AGO,2018,2911,0.014678884101681389
AGO,2018,2919,2.725437721606827e-05
AGO,2018,2922,0.0
AGO,2018,2923,0.0
AGO,2018,2924,0.0020570622570936226
AGO,2018,2925,4.425944571923024e-05
AGO,2018,2926,0.0
AGO,2018,2927,0.00010929223666783505
AGO,2018,2929,0.0029481861345309057
AGO,2018,3221,0.0
AGO,2018,3222,0.0
AGO,2018,3223,0.0
AGO,2018,3224,0.0
AGO,2018,3231,0.0
AGO,2018,3232,0.0
AGO,2018,3330,0.9470854608884962
AGO,2018,3341,0.19612231039768918
AGO,2018,3342,0.17800819860017691
AGO,2018,3343,0.2064686890176357
AGO,2018,3344,0.2004505967040463
AGO,2018,3345,0.1826014042845196
AGO,2018,3351,0.00035808041333412755
AGO,2018,3352,0.6131492679132706
AGO,2018,3353,0.0
AGO,2018,3354,0.004308355981208989
AGO,2018,3413,0.8008110352839704
AGO,2018,3414,0.0
AGO,2018,3415,0.0
AGO,2018,3510,0.0
AGO,2018,4111,0.016361422431166117
AGO,2018,4113,0.0
AGO,2018,4232,0.00047947365145889487
AGO,2018,4233,0.0004652686434108988
AGO,2018,4234,0.0011965240702774271
AGO,2018,4235,0.00030376250062008614
AGO,2018,4236,0.00022476117626668568
AGO,2018,4239,4.50418537975561e-05
AGO,2018,4241,0.0015685397143745394
AGO,2018,4242,0.0020256721843506797
AGO,2018,4243,0.00013037139007299192
AGO,2018,4244,0.00016767499811032316
AGO,2018,4245,0.0002690084545995952
AGO,2018,4249,0.00038860417128966374
AGO,2018,4311,0.0
AGO,2018,4312,0.003949761625656356
AGO,2018,4313,9.632623202199264e-05
AGO,2018,4314,0.0008254770627130759
AGO,2018,5111,0.00031796115272891834
AGO,2018,5112,0.0
AGO,2018,5113,0.0
AGO,2018,5114,0.0
AGO,2018,5121,0.0008641365260014244
AGO,2018,5122,0.0
AGO,2018,5123,0.0
AGO,2018,5137,0.001036011808357884
AGO,2018,5138,0.0
AGO,2018,5139,0.00023202897055923932
AGO,2018,5145,0.0
AGO,2018,5146,0.00022527159572272026
AGO,2018,5147,0.0
AGO,2018,5148,0.00012198867773544064
AGO,2018,5154,0.0
AGO,2018,5155,0.0022446910514250518
AGO,2018,5156,7.537603423185546e-05
AGO,2018,5157,0.0002265544983015566
AGO,2018,5161,0.002317025146774676
AGO,2018,5162,0.0003195214472465624
AGO,2018,5163,0.0
AGO,2018,5169,0.00042738012458432006
AGO,2018,5221,0.0017869234130012401
AGO,2018,5222,0.0008060653906737381
AGO,2018,5223,0.0
AGO,2018,5224,0.0
AGO,2018,5225,0.002409724137014402
AGO,2018,5231,0.007839554943296245
AGO,2018,5232,0.0014370565300288463
AGO,2018,5233,0.0002967253764645239
AGO,2018,5239,0.00036229268505577616
AGO,2018,5241,0.002910358927111667
AGO,2018,5249,0.001347283832680013
AGO,2018,5311,0.0013224787660356396
AGO,2018,5312,0.0
AGO,2018,5322,0.0024216679390395845
AGO,2018,5323,0.0
AGO,2018,5331,0.0004402340700919716
AGO,2018,5332,0.00013017528396475075
AGO,2018,5334,0.0004608950225037378
AGO,2018,5335,0.00011107745691529836
AGO,2018,5411,0.0
AGO,2018,5413,0.0
AGO,2018,5414,0.0
AGO,2018,5415,0.0
AGO,2018,5416,0.000248248702795717
AGO,2018,5417,0.000123070673903658
AGO,2018,5419,0.0005929561050406762
AGO,2018,5513,0.002768150804981717
AGO,2018,5514,3.8448758480802425e-05
AGO,2018,5530,0.0022170867788272597
AGO,2018,5541,0.06127095117582432
AGO,2018,5542,0.012186821786178692
AGO,2018,5543,0.00020218431635976586
AGO,2018,5621,0.0016451122022461684
AGO,2018,5622,0.0
AGO,2018,5623,0.004894976740190404
AGO,2018,5629,0.003977756134021959
AGO,2018,5721,0.22929849085712461
AGO,2018,5722,0.0033013782394925584
AGO,2018,5723,0.0
AGO,2018,5821,0.0006596269216389561
AGO,2018,5822,0.0006404210681696387
AGO,2018,5823,0.001120724229908332
AGO,2018,5824,0.00042282663203535575
AGO,2018,5825,0.0015485190337380383
AGO,2018,5826,0.0005944697625059336
AGO,2018,5827,0.002296961085296423
AGO,2018,5828,0.0
AGO,2018,5829,0.0006328631365264403
AGO,2018,5831,0.0009194620842741252
AGO,2018,5832,0.0009975198180764422
AGO,2018,5833,0.0006994447005307936
AGO,2018,5834,0.0005222120385949269
AGO,2018,5835,0.0007659555240271954
AGO,2018,5836,0.0008444332600223148
AGO,2018,5837,0.0026402001130250707
AGO,2018,5838,0.0
AGO,2018,5839,0.0007528703600445663
AGO,2018,5841,0.0006664521868094964
AGO,2018,5842,0.0007685630004747868
AGO,2018,5843,0.0014169842027904056
AGO,2018,5849,0.0013178321629428447
AGO,2018,5851,0.0013354823177998965
AGO,2018,5852,0.0014214681804659013
AGO,2018,5911,0.0005876670098956538
AGO,2018,5912,0.0003079983723340285
AGO,2018,5913,0.0002842992460422855
AGO,2018,5914,0.0004216182266663093
AGO,2018,5921,6.823735245242712e-05
AGO,2018,5922,0.0011606885949267398
AGO,2018,5981,0.0006831754270281154
AGO,2018,5982,0.00015523166576225655
AGO,2018,5983,0.00033524449250793564
AGO,2018,5989,0.0024969847769683584
AGO,2018,6112,0.0
AGO,2018,6113,0.002940675678508975
AGO,2018,6114,0.0022393351950537044
AGO,2018,6115,0.0
AGO,2018,6116,0.000874244193605489
AGO,2018,6118,0.0008092960964711238
AGO,2018,6121,0.0
AGO,2018,6122,0.0
AGO,2018,6123,0.000830829850661019
AGO,2018,6129,0.00012036520747726875
AGO,2018,6130,0.0
AGO,2018,6210,0.00759967707676007
AGO,2018,6251,0.00039642292520231104
AGO,2018,6252,0.0014588958426410281
AGO,2018,6253,0.002873542228282455
AGO,2018,6254,0.00044830833026832106
AGO,2018,6259,0.006627383150986765
AGO,2018,6281,0.0
AGO,2018,6282,0.0014618612081285232
AGO,2018,6289,0.001666497543182599
AGO,2018,6330,0.0005262336471726914
AGO,2018,6341,0.0018433313876543012
AGO,2018,6342,0.001248733023439863
AGO,2018,6343,0.40425118443681823
AGO,2018,6344,0.007472019007090935
AGO,2018,6349,0.1991378623173422
AGO,2018,6351,0.002135169167303441
AGO,2018,6352,0.0
AGO,2018,6353,0.00612550977406745
AGO,2018,6354,0.0018451056352880024
AGO,2018,6359,0.09359255282841983
AGO,2018,6411,0.0006230895354472077
AGO,2018,6412,0.00037152254212990954
AGO,2018,6413,0.0053042028378536
AGO,2018,6415,0.011241013074956507
AGO,2018,6416,6.190869703143198e-05
AGO,2018,6417,0.018943827785000256
AGO,2018,6418,0.004312307021094031
AGO,2018,6419,0.0009523025074470448
AGO,2018,6421,0.0006150382096595797
AGO,2018,6422,0.0010204097320679062
AGO,2018,6423,0.0003653629377923795
AGO,2018,6424,0.006495048385724622
AGO,2018,6428,0.06969867523842199
AGO,2018,6511,0.0
AGO,2018,6512,0.00010679863823315205
AGO,2018,6513,0.00644144739335234
AGO,2018,6514,0.006210564652102901
AGO,2018,6515,0.005045717456209464
AGO,2018,6516,0.0015577691320135534
AGO,2018,6517,0.00038642057863469415
AGO,2018,6518,0.0028252793304731627
AGO,2018,6519,0.0
AGO,2018,6521,0.0
AGO,2018,6522,0.00010882636969550274
AGO,2018,6531,7.9064596379963e-06
AGO,2018,6532,0.0
AGO,2018,6534,8.590497352345405e-05
AGO,2018,6535,0.00012105192900147
AGO,2018,6536,0.0
AGO,2018,6538,0.0
AGO,2018,6539,0.0
AGO,2018,6541,0.0
AGO,2018,6542,0.0
AGO,2018,6543,0.0
AGO,2018,6544,0.0
AGO,2018,6545,0.0
AGO,2018,6546,0.0
AGO,2018,6549,0.0
AGO,2018,6551,0.00036474330825314594
AGO,2018,6552,0.00036701692220664217
AGO,2018,6553,0.0004946039483526565
AGO,2018,6560,0.0007505728254103006
AGO,2018,6571,0.007498560337693527
AGO,2018,6572,0.0008499061543966735
AGO,2018,6573,0.00083334642118299
AGO,2018,6574,0.00026877230145760933
AGO,2018,6575,0.002754852603245539
AGO,2018,6576,0.0
AGO,2018,6577,0.0007650464304385651
AGO,2018,6579,0.0034098428639069978
AGO,2018,6581,0.002702633561321388
AGO,2018,6582,0.00046790350720837814
AGO,2018,6583,0.00022952022525679627
AGO,2018,6584,0.0009504162977631014
AGO,2018,6589,0.001124265751850262
AGO,2018,6591,1.607493291394535e-05
AGO,2018,6592,0.0023152941016403306
AGO,2018,6593,0.0
AGO,2018,6594,0.0005066793057533769
AGO,2018,6595,0.0003784837260283891
AGO,2018,6596,0.0020386789178392095
AGO,2018,6597,0.0007812011722933554
AGO,2018,6611,0.0016414168296020049
AGO,2018,6612,0.3374582189546119
AGO,2018,6613,0.03821202740830837
AGO,2018,6618,0.001484861234064827
AGO,2018,6623,0.0017570149468517648
AGO,2018,6624,0.009427931007736534
AGO,2018,6631,0.0009267839676433964
AGO,2018,6632,0.00017321460998975802
AGO,2018,6633,0.0037977641362915704
AGO,2018,6635,0.0
AGO,2018,6637,0.0
AGO,2018,6638,0.0011811095511806147
AGO,2018,6639,0.009167216551884683
AGO,2018,6641,0.0
AGO,2018,6642,0.0050752154022902785
AGO,2018,6643,0.0
AGO,2018,6644,0.0
AGO,2018,6645,0.0
AGO,2018,6646,0.0
AGO,2018,6647,0.0003803685754282249
AGO,2018,6648,0.00045866471207689496
AGO,2018,6649,0.00015819813933426463
AGO,2018,6651,0.054683546541718475
AGO,2018,6652,0.04737202702866078
AGO,2018,6658,0.0030337837052536454
AGO,2018,6664,0.004381295114025019
AGO,2018,6665,0.005068885335137052
AGO,2018,6666,0.0029956239856617217
AGO,2018,6671,0.0
AGO,2018,6672,0.8716726787674357
AGO,2018,6673,0.0005221583655160567
AGO,2018,6674,0.0
AGO,2018,6712,0.0006038528444967106
AGO,2018,6713,7.764341700500221e-05
AGO,2018,6716,3.3212552193739864e-05
AGO,2018,6724,0.465703885634156
AGO,2018,6725,0.03402762519765529
AGO,2018,6727,0.00048336380427388415
AGO,2018,6731,0.038784428793970205
AGO,2018,6732,0.04417018186424776
AGO,2018,6733,0.03511009526554193
AGO,2018,6741,0.0016674016794503976
AGO,2018,6744,0.0014244608139609705
AGO,2018,6745,0.001874635749811282
AGO,2018,6746,0.0015005202875057466
AGO,2018,6747,0.0
AGO,2018,6749,0.0020873753149148744
AGO,2018,6750,0.0016149634119014822
AGO,2018,6760,0.00012780070420231882
AGO,2018,6770,0.01256573359764629
AGO,2018,6781,0.05413127571937171
AGO,2018,6782,0.0497113527838588
AGO,2018,6783,0.015722024357765263
AGO,2018,6784,0.003272567495714085
AGO,2018,6785,0.017476433306392036
AGO,2018,6793,0.04932808711565789
AGO,2018,6794,0.003905703625990631
AGO,2018,6811,0.0
AGO,2018,6812,0.0
AGO,2018,6821,0.05695008754284164
AGO,2018,6822,0.01252640694983792
AGO,2018,6831,0.0
AGO,2018,6832,0.001215424307856594
AGO,2018,6841,0.07815264466076882
AGO,2018,6842,0.004280566773792516
AGO,2018,6851,0.31755827339182485
AGO,2018,6852,0.09618514587267674
AGO,2018,6861,8.059986824410226e-05
AGO,2018,6863,0.140933317925252
AGO,2018,6871,0.0
AGO,2018,6872,0.0
AGO,2018,6880,0.0
AGO,2018,6891,0.0
AGO,2018,6899,6.319681650274189e-05
AGO,2018,6911,0.017297834844091475
AGO,2018,6912,0.006799298252149533
AGO,2018,6921,0.1624327435204534
AGO,2018,6924,0.05380737208975911
AGO,2018,6931,0.03865854572128602
AGO,2018,6932,0.09326301473109361
AGO,2018,6935,0.002192684554953195
AGO,2018,6940,0.018170299067827578
AGO,2018,6951,0.001054259621425635
AGO,2018,6953,0.007795601851985079
AGO,2018,6954,0.01449815784853914
AGO,2018,6960,0.000558553569667608
AGO,2018,6973,0.017091005153454464
AGO,2018,6974,0.002938601459458623
AGO,2018,6975,0.00098876294474598
AGO,2018,6978,0.0009549572518156024
AGO,2018,6991,0.00020816322131056442
AGO,2018,6992,0.00431036106470345
AGO,2018,6993,0.0002635613084931987
AGO,2018,6994,0.002756821632248274
AGO,2018,6996,0.05035051943018082
AGO,2018,6997,0.04523228797584955
AGO,2018,6998,0.028446872488731678
AGO,2018,6999,6.580598479000166e-05
AGO,2018,7111,0.005932184253211681
AGO,2018,7112,0.0
AGO,2018,7119,0.0
AGO,2018,7126,0.007320104355893198
AGO,2018,7129,0.013430780780610996
AGO,2018,7131,0.01325511709036814
AGO,2018,7132,0.000762041340967079
AGO,2018,7133,0.004573190318364451
AGO,2018,7138,0.007574301473229406
AGO,2018,7139,0.0036271058332701944
AGO,2018,7144,0.0001700315508407213
AGO,2018,7148,0.5147377723942351
AGO,2018,7149,0.023126580062852564
AGO,2018,7161,0.008803053893755408
AGO,2018,7162,0.014421069206551451
AGO,2018,7163,0.03779001780187624
AGO,2018,7169,0.0008837452501833654
AGO,2018,7187,0.0
AGO,2018,7188,0.03610360420512332
AGO,2018,7211,0.0037659750844597495
AGO,2018,7212,4.476340167003379e-05
AGO,2018,7213,0.0
AGO,2018,7219,8.8630350670027e-05
AGO,2018,7223,0.0
AGO,2018,7224,0.0010554328708418104
AGO,2018,7233,0.02040661962452678
AGO,2018,7234,0.020224851991584192
AGO,2018,7239,0.09757176917596005
AGO,2018,7243,0.0014812207307387526
AGO,2018,7244,0.0001452690668249934
AGO,2018,7245,0.0
AGO,2018,7246,8.480470235872062e-05
AGO,2018,7247,0.0014926218937884594
AGO,2018,7248,0.0
AGO,2018,7251,0.000287628801257489
AGO,2018,7252,0.0
AGO,2018,7259,0.0
AGO,2018,7263,0.0007743460405759128
AGO,2018,7264,0.0006607426851634735
AGO,2018,7267,0.0005480956167067674
AGO,2018,7268,0.0
AGO,2018,7269,0.0005716078508005706
AGO,2018,7271,8.883845646251443e-05
AGO,2018,7272,0.0024226727287132155
AGO,2018,7281,0.009638740362081732
AGO,2018,7283,0.016770302011101634
AGO,2018,7284,0.009746708677971061
AGO,2018,7361,0.007102154213197431
AGO,2018,7362,0.00858419169075042
AGO,2018,7367,0.01078236930450066
AGO,2018,7368,0.04107250836203152
AGO,2018,7369,0.020622843733289153
AGO,2018,7371,0.0
AGO,2018,7372,0.002462250286760226
AGO,2018,7373,0.01570759555965262
AGO,2018,7411,0.012672230215120539
AGO,2018,7412,0.0007677373984961156
AGO,2018,7413,0.01075742634898419
AGO,2018,7414,0.0018736836834331583
AGO,2018,7415,0.001862077890002256
AGO,2018,7416,0.004011319177003925
AGO,2018,7421,0.054339184900285054
AGO,2018,7422,0.006820140053201307
AGO,2018,7423,0.014125950777061136
AGO,2018,7428,0.024403101908723634
AGO,2018,7429,0.007785862780947506
AGO,2018,7431,0.0217154197567615
AGO,2018,7432,0.01093802028394647
AGO,2018,7433,0.020481710612147708
AGO,2018,7434,0.010160228702252139
AGO,2018,7435,0.010927788820322082
AGO,2018,7436,0.008639943434310515
AGO,2018,7439,0.01396990242034879
AGO,2018,7441,0.060316810900163886
AGO,2018,7442,0.03743714779641638
AGO,2018,7449,0.03195738655293523
AGO,2018,7451,0.032387194670169206
AGO,2018,7452,0.007534442698417465
AGO,2018,7491,0.0023150444117479574
AGO,2018,7492,0.030497187570107998
AGO,2018,7493,0.011134353902411742
AGO,2018,7499,0.014052800333620663
AGO,2018,7511,0.0020706725530315606
AGO,2018,7512,0.0005381479798122202
AGO,2018,7518,0.0007665830327674983
AGO,2018,7521,0.0010058661244022882
AGO,2018,7522,0.0008170813539718491
AGO,2018,7523,0.0005183365746724289
AGO,2018,7524,0.0007424066516720229
AGO,2018,7525,0.0009000236788973548
AGO,2018,7528,0.001026256205373055
AGO,2018,7591,0.0010238820075387234
AGO,2018,7599,0.0010055801216529714
AGO,2018,7611,0.0009677375123826604
AGO,2018,7612,0.0017861798182131627
AGO,2018,7621,0.0
AGO,2018,7622,0.003926433839782195
AGO,2018,7628,0.0005237250158037776
AGO,2018,7631,0.0020561241317121337
AGO,2018,7638,0.00229832911549821
AGO,2018,7641,0.000691174113993831
AGO,2018,7642,0.0013627597992846296
AGO,2018,7643,0.0011111388739323824
AGO,2018,7648,0.0012184783706304936
AGO,2018,7649,0.0023179328382754716
AGO,2018,7711,0.0034870845024354002
AGO,2018,7712,0.002061683735198161
AGO,2018,7721,0.0025179569892104237
AGO,2018,7722,8.934877333510727e-05
AGO,2018,7723,0.00017246671209769637
AGO,2018,7731,0.01435790487378763
AGO,2018,7732,9.453216539034859e-05
AGO,2018,7741,0.0003706804747581338
AGO,2018,7742,0.004625263465906193
AGO,2018,7751,0.004447141448517544
AGO,2018,7752,0.005202613362120523
AGO,2018,7753,0.0010494973655094664
AGO,2018,7754,0.0
AGO,2018,7757,0.010285701553242488
AGO,2018,7758,0.001703548976401903
AGO,2018,7761,0.0
AGO,2018,7762,0.0003105202426042508
AGO,2018,7763,3.001676479003068e-05
AGO,2018,7764,0.0009637760678052887
AGO,2018,7768,0.00010395825581910323
AGO,2018,7781,0.004377625007077224
AGO,2018,7782,0.0013923293229621825
AGO,2018,7783,0.0007058771586462287
AGO,2018,7784,0.012637177998579274
AGO,2018,7788,0.0019018409373123268
AGO,2018,7810,0.0012362994345792577
AGO,2018,7821,0.0030940427093788525
AGO,2018,7822,0.03217872050122755
AGO,2018,7831,0.006956207775133727
AGO,2018,7832,0.002621053930540518
AGO,2018,7841,0.0
AGO,2018,7842,0.00034753094438261245
AGO,2018,7849,0.0015788194532962985
AGO,2018,7851,0.0018731418001653455
AGO,2018,7852,0.0005706395693378385
AGO,2018,7853,0.0011876083334235732
AGO,2018,7861,0.06936190919201551
AGO,2018,7868,0.00529983707460191
AGO,2018,7911,0.0
AGO,2018,7912,0.0
AGO,2018,7913,0.0
AGO,2018,7914,0.0
AGO,2018,7915,0.0003277059265016091
AGO,2018,7919,0.0011476089993224248
AGO,2018,7921,0.05767209549991764
AGO,2018,7922,0.0017207254555294815
AGO,2018,7923,0.0007129101915063774
AGO,2018,7924,0.00027801632638435603
AGO,2018,7928,0.005611437850015222
AGO,2018,7929,0.004970814197436391
AGO,2018,7931,0.5452058558773876
AGO,2018,7932,0.7151331376250339
AGO,2018,7933,0.0
AGO,2018,7938,0.8289359196138291
AGO,2018,8121,4.563001498941732e-05
AGO,2018,8122,0.00018071876187114588
AGO,2018,8124,0.00027034723417207474
AGO,2018,8211,0.007188072977643123
AGO,2018,8212,0.0018435501818454547
AGO,2018,8219,0.00498271488627644
AGO,2018,8310,0.0010928509440940593
AGO,2018,8421,0.0003965641966174882
AGO,2018,8422,0.0009120813190086063
AGO,2018,8423,0.00023171561839341326
AGO,2018,8424,0.00016631823933510592
AGO,2018,8429,0.0005582368625574041
AGO,2018,8431,8.244666303858228e-05
AGO,2018,8432,0.0006162555824999472
AGO,2018,8433,0.00027230193987437534
AGO,2018,8434,0.00026138391235247527
AGO,2018,8435,0.00024104355034693103
AGO,2018,8439,0.00022179913526310102
AGO,2018,8441,0.000968089218377155
AGO,2018,8442,0.002504757680799996
AGO,2018,8443,0.000603646857267992
AGO,2018,8451,0.00012657869581250702
AGO,2018,8452,0.00015025096749848865
AGO,2018,8459,0.0001416146426495013
AGO,2018,8461,0.00034759310370963137
AGO,2018,8462,0.0005617059352783227
AGO,2018,8463,0.0004861945066838569
AGO,2018,8464,0.0006221116866089171
AGO,2018,8465,0.0
AGO,2018,8471,0.14674306912712337
AGO,2018,8472,0.00047912380536119237
AGO,2018,8481,0.00038799119571569785
AGO,2018,8482,0.0002677071649603291
AGO,2018,8483,0.0
AGO,2018,8484,0.003109174636638068
AGO,2018,8510,0.010121520554340124
AGO,2018,8710,0.008958414408403281
AGO,2018,8720,0.0004903936077950699
AGO,2018,8731,0.0007176519132801595
AGO,2018,8732,0.00023352235163465185
AGO,2018,8741,0.21020097699142348
AGO,2018,8742,0.014474502820719826
AGO,2018,8743,0.030101924902219523
AGO,2018,8744,0.007224776949725065
AGO,2018,8745,0.013242303210518724
AGO,2018,8748,0.021883017200401256
AGO,2018,8749,0.0371780516539561
AGO,2018,8811,0.008803825872550464
AGO,2018,8812,0.008740438830753816
AGO,2018,8813,0.008115345323828793
AGO,2018,8821,0.0006488610455181454
AGO,2018,8822,0.0
AGO,2018,8830,0.0
AGO,2018,8841,0.0024995434886441736
AGO,2018,8842,0.0005772108321147051
AGO,2018,8851,0.006218924558854977
AGO,2018,8852,0.0001996873262333776
AGO,2018,8921,0.0017587504709035695
AGO,2018,8922,0.0005892252429097189
AGO,2018,8924,0.0
AGO,2018,8928,0.002211818359126594
AGO,2018,8931,0.0035966811970668533
AGO,2018,8932,0.011424091324823138
AGO,2018,8933,0.0007256929498769549
AGO,2018,8935,0.0006338133371543431
AGO,2018,8939,0.003948493497363259
AGO,2018,8941,0.00282822110016423
AGO,2018,8942,0.000938941553858208
AGO,2018,8946,0.0
AGO,2018,8947,0.0005424205025036932
AGO,2018,8951,0.0
AGO,2018,8952,0.0004136891461328229
AGO,2018,8959,0.0006376245713080042
AGO,2018,8960,0.004887170030482002
